check,passed,value,limit,note
通信/K000017/8348.213-8373.024,True,"{'direct_margin': -5.283321256024323, 'access_margin': 4.3158244631710545, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000017/8373.024-8397.836,True,"{'direct_margin': -5.287020830286593, 'access_margin': 4.337254632047404, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000017/8397.836-8422.647,True,"{'direct_margin': -5.291626479183861, 'access_margin': 4.355452967080225, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000017/8422.647-8435.735,True,"{'direct_margin': -5.29162647918389, 'access_margin': 4.370378278652765, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000017/8435.735-8514.263,True,"{'direct_margin': -5.054434407816402, 'access_margin': 4.663802581063862, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000017/8514.263-8566.615,True,"{'direct_margin': -3.4773424240643322, 'access_margin': 4.932878505762758, 'backhaul_margin': 15.70845122308394, 'slot': 5}",,直连不可用时的同一中继接入+回传证书
通信/K000017/8566.615-8618.967,True,"{'direct_margin': -2.2414578693952336, 'access_margin': 6.743751168228243, 'backhaul_margin': 15.70845122308394, 'slot': 5}",,直连不可用时的同一中继接入+回传证书
通信/K000017/8618.967-8632.055,True,"{'direct_margin': -0.801695066401706, 'access_margin': 8.744462893663766, 'backhaul_margin': 15.70845122308394, 'slot': 5}",,直连不可用时的同一中继接入+回传证书
通信/K000017/8632.055-8645.143,True,"{'direct_margin': -0.4014829582215782, 'access_margin': 9.248512683151333, 'backhaul_margin': 15.70845122308394, 'slot': 5}",,直连不可用时的同一中继接入+回传证书
通信连续性/K000017,True,"{'intervals': 23, 'relay_intervals': 19}",,
路线/K000017/逐箱组批一致,True,"{'S003|应急食品': 1, 'S003|生活卫生用品': 1}","{'S003|生活卫生用品': 1, 'S003|应急食品': 1}",
路线/K000018/目的地/S005|医疗物资,True,,,
路线/K000018/目的地/S005|生活卫生用品,True,,,
路线/K000018/目的地/S005|应急食品,True,,,
路线/K000018/目的地/S005|饮用水,True,,,
路线/K000018/装卸组批一致,True,,,
路线/K000018/载荷体积,True,"{'mass': 59.0, 'volume': 0.156}","{'mass': 80.0, 'volume': 0.25}",
路线/K000018/返航能量余量,True,4.222182349592158,6.4,
路线/K000018/能耗重算,True,4.222182349592158,4.222182349592158,
路线/K000018/SOC重算,True,,,
路线/K000018/卸载偏移重算,True,,,
路线/K000018/非负开始时刻,True,,,
路线/K000018/时间重算,True,"{'stored_finish': 9029.980168507525, 'recomputed_finish': 9029.980168507527}",,
路线/K000018/起飞准备,True,"{'stored': 7632.791453016054, 'recomputed': 7632.791453016054}",,
路线/K000018/充电时间,True,"{'stored': 1976.8410530145427, 'recomputed': 1976.8410530145427}",,
路线/K000018/充电完成重算,True,,,
路线/K000018/无人机编号,True,U07,,
路线/K000018/电池编号,True,C-BAT-03,,
通信/K000018/7973.046-8064.315,True,"{'direct_margin': -2.5128506814345712, 'access_margin': 6.984966064421911, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000018/8064.315-8097.168,True,"{'direct_margin': -2.512850681434543, 'access_margin': 7.479945452104488, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000018/8097.168-8130.021,True,"{'direct_margin': -2.509867820795691, 'access_margin': 7.429128249953379, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000018/8130.021-8526.021,True,"{'direct_margin': -2.508227791369876, 'access_margin': 7.429128249953379, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000018/8526.021-8552.303,True,"{'direct_margin': -2.509867820795691, 'access_margin': 7.429128249953806, 'backhaul_margin': 10.978824655493412, 'slot': 0}",,直连不可用时的同一中继接入+回传证书
通信/K000018/8552.303-8578.585,True,"{'direct_margin': -2.5128506814345712, 'access_margin': 6.916931836946034, 'backhaul_margin': 15.70845122308394, 'slot': 5}",,直连不可用时的同一中继接入+回传证书
通信/K000018/8578.585-8669.855,True,"{'direct_margin': -2.5128506814232594, 'access_margin': 6.9352573743605745, 'backhaul_margin': 15.70845122308394, 'slot': 5}",,直连不可用时的同一中继接入+回传证书
通信连续性/K000018,True,"{'intervals': 11, 'relay_intervals': 7}",,
路线/K000018/逐箱组批一致,True,"{'S005|医疗物资': 1, 'S005|应急食品': 1, 'S005|生活卫生用品': 1, 'S005|饮用水': 3}","{'S005|医疗物资': 1, 'S005|生活卫生用品': 1, 'S005|应急食品': 1, 'S005|饮用水': 3}",
路线/K000019/目的地/S001|生活卫生用品,True,,,
路线/K000019/目的地/S001|饮用水,True,,,
路线/K000019/装卸组批一致,True,,,
路线/K000019/载荷体积,True,"{'mass': 48.0, 'volume': 0.116}","{'mass': 80.0, 'volume': 0.25}",
路线/K000019/返航能量余量,True,2.2814782762843073,6.4,
路线/K000019/能耗重算,True,2.2814782762843073,2.2814782762843073,
路线/K000019/SOC重算,True,,,
路线/K000019/卸载偏移重算,True,,,
路线/K000019/非负开始时刻,True,,,
路线/K000019/时间重算,True,"{'stored_finish': 9163.54945754938, 'recomputed_finish': 9163.549457549381}",,
路线/K000019/起飞准备,True,"{'stored': 8221.374411687357, 'recomputed': 8221.374411687357}",,
路线/K000019/充电时间,True,"{'stored': 1451.233699827, 'recomputed': 1451.233699827}",,
路线/K000019/充电完成重算,True,,,
路线/K000019/无人机编号,True,U08,,
路线/K000019/电池编号,True,C-BAT-04,,
通信连续性/K000019,True,"{'intervals': 7, 'relay_intervals': 0}",,
路线/K000019/逐箱组批一致,True,"{'S001|生活卫生用品': 1, 'S001|饮用水': 3}","{'S001|生活卫生用品': 1, 'S001|饮用水': 3}",
路线/K000016/目的地/S011|医疗物资,True,,,
路线/K000016/目的地/S011|应急食品,True,,,
路线/K000016/目的地/S011|饮用水,True,,,
路线/K000016/装卸组批一致,True,,,
路线/K000016/载荷体积,True,"{'mass': 25.0, 'volume': 0.067}","{'mass': 30.0, 'volume': 0.073}",
路线/K000016/返航能量余量,True,1.073963183411491,3.2,
路线/K000016/能耗重算,True,1.073963183411491,1.073963183411491,
路线/K000016/SOC重算,True,,,
路线/K000016/卸载偏移重算,True,,,
路线/K000016/非负开始时刻,True,,,
路线/K000016/时间重算,True,"{'stored_finish': 9170.432679280624, 'recomputed_finish': 9170.432679280622}",,
路线/K000016/起飞准备,True,"{'stored': 8372.007916420103, 'recomputed': 8372.007916420103}",,
路线/K000016/充电时间,True,"{'stored': 1132.0507128116462, 'recomputed': 1132.0507128116462}",,
路线/K000016/充电完成重算,True,,,
路线/K000016/无人机编号,True,U05,,
路线/K000016/电池编号,True,B-BAT-01,,
通信连续性/K000016,True,"{'intervals': 7, 'relay_intervals': 0}",,
路线/K000016/逐箱组批一致,True,"{'S011|医疗物资': 1, 'S011|应急食品': 1, 'S011|饮用水': 1}","{'S011|医疗物资': 1, 'S011|应急食品': 1, 'S011|饮用水': 1}",
机型A/实体数量,True,1,4,
资源/U01/运输机不重叠,True,0,,
资源/U02/运输机不重叠,True,0,,
资源/U03/运输机不重叠,True,0,,
资源/U04/运输机不重叠,True,0,,
机型B/实体数量,True,2,2,
资源/U05/运输机不重叠,True,0,,
资源/U06/运输机不重叠,True,0,,
机型C/实体数量,True,2,2,
资源/U07/运输机不重叠,True,0,,
资源/U08/运输机不重叠,True,0,,
机型A/共享电池类型,True,,,
资源/A-BAT-01/电池占用不重叠,True,0,,
资源/A-BAT-02/电池占用不重叠,True,0,,
资源/A-BAT-03/电池占用不重叠,True,0,,
资源/A-BAT-04/电池占用不重叠,True,0,,
资源/A-BAT-05/电池占用不重叠,True,0,,
资源/A-BAT-06/电池占用不重叠,True,0,,
机型B/共享电池类型,True,,,
资源/B-BAT-01/电池占用不重叠,True,0,,
资源/B-BAT-02/电池占用不重叠,True,0,,
资源/B-BAT-03/电池占用不重叠,True,0,,
资源/B-BAT-04/电池占用不重叠,True,0,,
机型C/共享电池类型,True,,,
资源/C-BAT-01/电池占用不重叠,True,0,,
资源/C-BAT-02/电池占用不重叠,True,0,,
资源/C-BAT-03/电池占用不重叠,True,0,,
资源/C-BAT-04/电池占用不重叠,True,0,,
货箱/S001-MED-01/原始属性,True,,,
时限/S001-MED-01,True,2875.8251474176313,3600.0,
货箱/S001-MED-02/原始属性,True,,,
时限/S001-MED-02,True,2875.8251474176313,3600.0,
货箱/S001-FOD-01/原始属性,True,,,
货箱/S001-FOD-02/原始属性,True,,,
货箱/S001-FOD-03/原始属性,True,,,
货箱/S001-HYG-01/原始属性,True,,,
货箱/S001-HYG-02/原始属性,True,,,
货箱/S001-WAT-01/原始属性,True,,,
时限/S001-WAT-01,True,848.5768147050242,3600.0,
货箱/S001-WAT-02/原始属性,True,,,
货箱/S001-WAT-03/原始属性,True,,,
货箱/S001-WAT-04/原始属性,True,,,
货箱/S001-WAT-05/原始属性,True,,,
货箱/S001-WAT-06/原始属性,True,,,
货箱/S001-WAT-07/原始属性,True,,,
货箱/S001-WAT-08/原始属性,True,,,
货箱/S002-MED-01/原始属性,True,,,
时限/S002-MED-01,True,1631.7285677823802,3600.0,
货箱/S002-FOD-01/原始属性,True,,,
货箱/S002-FOD-02/原始属性,True,,,
货箱/S002-HYG-01/原始属性,True,,,
货箱/S002-WAT-01/原始属性,True,,,
时限/S002-WAT-01,True,1631.7285677823802,3600.0,
货箱/S002-WAT-02/原始属性,True,,,
货箱/S002-WAT-03/原始属性,True,,,
货箱/S002-WAT-04/原始属性,True,,,
货箱/S003-MED-01/原始属性,True,,,
时限/S003-MED-01,True,6362.162597466415,7200.0,
货箱/S003-FOD-01/原始属性,True,,,
货箱/S003-FOD-02/原始属性,True,,,
货箱/S003-HYG-01/原始属性,True,,,
货箱/S003-WAT-01/原始属性,True,,,
时限/S003-WAT-01,True,6362.162597466415,7200.0,
货箱/S003-WAT-02/原始属性,True,,,
货箱/S003-WAT-03/原始属性,True,,,
货箱/S003-WAT-04/原始属性,True,,,
货箱/S004-MED-01/原始属性,True,,,
时限/S004-MED-01,True,6970.936554335713,7200.0,
货箱/S004-FOD-01/原始属性,True,,,
货箱/S004-HYG-01/原始属性,True,,,
货箱/S004-WAT-01/原始属性,True,,,
时限/S004-WAT-01,True,6970.936554335713,7200.0,
货箱/S004-WAT-02/原始属性,True,,,
货箱/S004-WAT-03/原始属性,True,,,
货箱/S005-MED-01/原始属性,True,,,
时限/S005-MED-01,True,8526.02081076179,10800.0,
货箱/S005-FOD-01/原始属性,True,,,
货箱/S005-HYG-01/原始属性,True,,,
货箱/S005-WAT-01/原始属性,True,,,
时限/S005-WAT-01,True,8526.02081076179,10800.0,
货箱/S005-WAT-02/原始属性,True,,,
货箱/S005-WAT-03/原始属性,True,,,
货箱/S006-MED-01/原始属性,True,,,
时限/S006-MED-01,True,1209.4213122433111,3600.0,
货箱/S006-FOD-01/原始属性,True,,,
货箱/S006-HYG-01/原始属性,True,,,
货箱/S006-WAT-01/原始属性,True,,,
时限/S006-WAT-01,True,1209.4213122433111,3600.0,
货箱/S006-WAT-02/原始属性,True,,,
货箱/S006-WAT-03/原始属性,True,,,
货箱/S007-MED-01/原始属性,True,,,
时限/S007-MED-01,True,3600.0,3600.0,
货箱/S007-FOD-01/原始属性,True,,,
货箱/S007-HYG-01/原始属性,True,,,
货箱/S007-WAT-01/原始属性,True,,,
时限/S007-WAT-01,True,3600.0,3600.0,
货箱/S007-WAT-02/原始属性,True,,,
货箱/S008-MED-01/原始属性,True,,,
时限/S008-MED-01,True,4685.423432649073,7200.0,
货箱/S008-FOD-01/原始属性,True,,,
货箱/S008-HYG-01/原始属性,True,,,
货箱/S008-WAT-01/原始属性,True,,,
时限/S008-WAT-01,True,4685.423432649073,7200.0,
货箱/S008-WAT-02/原始属性,True,,,
货箱/S009-MED-01/原始属性,True,,,
时限/S009-MED-01,True,6865.8073225052985,10800.0,
货箱/S009-FOD-01/原始属性,True,,,
货箱/S009-WAT-01/原始属性,True,,,
时限/S009-WAT-01,True,6865.8073225052985,10800.0,
货箱/S010-MED-01/原始属性,True,,,
时限/S010-MED-01,True,2954.986101835465,3600.0,
货箱/S010-FOD-01/原始属性,True,,,
货箱/S010-WAT-01/原始属性,True,,,
时限/S010-WAT-01,True,2954.986101835465,3600.0,
货箱/S011-MED-01/原始属性,True,,,
时限/S011-MED-01,True,8888.406964517031,10800.0,
货箱/S011-FOD-01/原始属性,True,,,
货箱/S011-WAT-01/原始属性,True,,,
时限/S011-WAT-01,True,8888.406964517031,10800.0,
货箱/S012-MED-01/原始属性,True,,,
时限/S012-MED-01,True,1271.3434070745934,3600.0,
货箱/S012-FOD-01/原始属性,True,,,
货箱/S012-WAT-01/原始属性,True,,,
时限/S012-WAT-01,True,1271.3434070745934,3600.0,
货箱/S013-MED-01/原始属性,True,,,
时限/S013-MED-01,True,2985.6159418547822,3600.0,
货箱/S013-FOD-01/原始属性,True,,,
货箱/S013-WAT-01/原始属性,True,,,
时限/S013-WAT-01,True,2985.6159418547822,3600.0,
货箱/S014-MED-01/原始属性,True,,,
时限/S014-MED-01,True,1242.4305043060124,3600.0,
货箱/S014-FOD-01/原始属性,True,,,
货箱/S014-WAT-01/原始属性,True,,,
时限/S014-WAT-01,True,1242.4305043060124,3600.0,
货箱/S015-MED-01/原始属性,True,,,
时限/S015-MED-01,True,6449.210570027025,7200.0,
货箱/S015-FOD-01/原始属性,True,,,
货箱/S015-WAT-01/原始属性,True,,,
时限/S015-WAT-01,True,6449.210570027025,10800.0,
逐箱交付/S001|医疗物资/时刻一致,True,"{'expected': [(2875.8251474176313, 'K000005'), (2875.8251474176313, 'K000005')], 'actual': [(2875.8251474176313, 'K000005'), (2875.8251474176313, 'K000005')]}",,
逐箱交付/S001|应急食品/时刻一致,True,"{'expected': [(2875.8251474176313, 'K000005'), (2875.8251474176313, 'K000005')], 'actual': [(2875.8251474176313, 'K000005'), (2875.8251474176313, 'K000005')]}",,
逐箱交付/S001|生活卫生用品/时刻一致,True,"{'expected': [(2875.8251474176313, 'K000005'), (8851.646934618368, 'K000019')], 'actual': [(2875.8251474176313, 'K000005'), (8851.646934618368, 'K000019')]}",,
逐箱交付/S001|饮用水/时刻一致,True,"{'expected': [(848.5768147050242, 'K001310'), (2875.8251474176313, 'K000005')], 'actual': [(848.5768147050242, 'K001310'), (2875.8251474176313, 'K000005')]}",,
逐箱交付/S002|医疗物资/时刻一致,True,"{'expected': [(1631.7285677823802, 'K000001')], 'actual': [(1631.7285677823802, 'K000001')]}",,
逐箱交付/S002|应急食品/时刻一致,True,"{'expected': [(1631.7285677823802, 'K000001'), (4624.207978264364, 'K000010')], 'actual': [(1631.7285677823802, 'K000001'), (4624.207978264364, 'K000010')]}",,
逐箱交付/S002|生活卫生用品/时刻一致,True,"{'expected': [(4624.207978264364, 'K000010')], 'actual': [(4624.207978264364, 'K000010')]}",,
逐箱交付/S002|饮用水/时刻一致,True,"{'expected': [(1631.7285677823802, 'K000001'), (1631.7285677823802, 'K000001')], 'actual': [(1631.7285677823802, 'K000001'), (1631.7285677823802, 'K000001')]}",,
逐箱交付/S003|医疗物资/时刻一致,True,"{'expected': [(6362.162597466415, 'K000012')], 'actual': [(6362.162597466415, 'K000012')]}",,
逐箱交付/S003|应急食品/时刻一致,True,"{'expected': [(6362.162597466415, 'K000012'), (8348.212515966228, 'K000017')], 'actual': [(6362.162597466415, 'K000012'), (8348.212515966228, 'K000017')]}",,
逐箱交付/S003|生活卫生用品/时刻一致,True,"{'expected': [(8348.212515966228, 'K000017')], 'actual': [(8348.212515966228, 'K000017')]}",,
逐箱交付/S003|饮用水/时刻一致,True,"{'expected': [(6362.162597466415, 'K000012'), (6362.162597466415, 'K000012')], 'actual': [(6362.162597466415, 'K000012'), (6362.162597466415, 'K000012')]}",,
逐箱交付/S004|医疗物资/时刻一致,True,"{'expected': [(6970.936554335713, 'K000015')], 'actual': [(6970.936554335713, 'K000015')]}",,
逐箱交付/S004|应急食品/时刻一致,True,"{'expected': [(6970.936554335713, 'K000015')], 'actual': [(6970.936554335713, 'K000015')]}",,
逐箱交付/S004|生活卫生用品/时刻一致,True,"{'expected': [(6970.936554335713, 'K000015')], 'actual': [(6970.936554335713, 'K000015')]}",,
逐箱交付/S004|饮用水/时刻一致,True,"{'expected': [(6970.936554335713, 'K000015'), (6970.936554335713, 'K000015')], 'actual': [(6970.936554335713, 'K000015'), (6970.936554335713, 'K000015')]}",,
逐箱交付/S005|医疗物资/时刻一致,True,"{'expected': [(8526.02081076179, 'K000018')], 'actual': [(8526.02081076179, 'K000018')]}",,
逐箱交付/S005|应急食品/时刻一致,True,"{'expected': [(8526.02081076179, 'K000018')], 'actual': [(8526.02081076179, 'K000018')]}",,
逐箱交付/S005|生活卫生用品/时刻一致,True,"{'expected': [(8526.02081076179, 'K000018')], 'actual': [(8526.02081076179, 'K000018')]}",,
逐箱交付/S005|饮用水/时刻一致,True,"{'expected': [(8526.02081076179, 'K000018'), (8526.02081076179, 'K000018')], 'actual': [(8526.02081076179, 'K000018'), (8526.02081076179, 'K000018')]}",,
逐箱交付/S006|医疗物资/时刻一致,True,"{'expected': [(1209.4213122433111, 'K000002')], 'actual': [(1209.4213122433111, 'K000002')]}",,
逐箱交付/S006|应急食品/时刻一致,True,"{'expected': [(1209.4213122433111, 'K000002')], 'actual': [(1209.4213122433111, 'K000002')]}",,
逐箱交付/S006|生活卫生用品/时刻一致,True,"{'expected': [(1209.4213122433111, 'K000002')], 'actual': [(1209.4213122433111, 'K000002')]}",,
逐箱交付/S006|饮用水/时刻一致,True,"{'expected': [(1209.4213122433111, 'K000002'), (1209.4213122433111, 'K000002')], 'actual': [(1209.4213122433111, 'K000002'), (1209.4213122433111, 'K000002')]}",,
逐箱交付/S007|医疗物资/时刻一致,True,"{'expected': [(3600.0, 'K000008')], 'actual': [(3600.0, 'K000008')]}",,
逐箱交付/S007|应急食品/时刻一致,True,"{'expected': [(3600.0, 'K000008')], 'actual': [(3600.0, 'K000008')]}",,
逐箱交付/S007|生活卫生用品/时刻一致,True,"{'expected': [(3600.0, 'K000008')], 'actual': [(3600.0, 'K000008')]}",,
逐箱交付/S007|饮用水/时刻一致,True,"{'expected': [(3600.0, 'K000008'), (3600.0, 'K000008')], 'actual': [(3600.0, 'K000008'), (3600.0, 'K000008')]}",,
逐箱交付/S008|医疗物资/时刻一致,True,"{'expected': [(4685.423432649073, 'K000009')], 'actual': [(4685.423432649073, 'K000009')]}",,
逐箱交付/S008|应急食品/时刻一致,True,"{'expected': [(4685.423432649073, 'K000009')], 'actual': [(4685.423432649073, 'K000009')]}",,
逐箱交付/S008|生活卫生用品/时刻一致,True,"{'expected': [(4685.423432649073, 'K000009')], 'actual': [(4685.423432649073, 'K000009')]}",,
逐箱交付/S008|饮用水/时刻一致,True,"{'expected': [(4685.423432649073, 'K000009'), (4685.423432649073, 'K000009')], 'actual': [(4685.423432649073, 'K000009'), (4685.423432649073, 'K000009')]}",,
逐箱交付/S009|医疗物资/时刻一致,True,"{'expected': [(6865.8073225052985, 'K000013')], 'actual': [(6865.8073225052985, 'K000013')]}",,
逐箱交付/S009|应急食品/时刻一致,True,"{'expected': [(6865.8073225052985, 'K000013')], 'actual': [(6865.8073225052985, 'K000013')]}",,
逐箱交付/S009|饮用水/时刻一致,True,"{'expected': [(6865.8073225052985, 'K000013')], 'actual': [(6865.8073225052985, 'K000013')]}",,
逐箱交付/S010|医疗物资/时刻一致,True,"{'expected': [(2954.986101835465, 'K000006')], 'actual': [(2954.986101835465, 'K000006')]}",,
逐箱交付/S010|应急食品/时刻一致,True,"{'expected': [(2954.986101835465, 'K000006')], 'actual': [(2954.986101835465, 'K000006')]}",,
逐箱交付/S010|饮用水/时刻一致,True,"{'expected': [(2954.986101835465, 'K000006')], 'actual': [(2954.986101835465, 'K000006')]}",,
逐箱交付/S011|医疗物资/时刻一致,True,"{'expected': [(8888.406964517031, 'K000016')], 'actual': [(8888.406964517031, 'K000016')]}",,
逐箱交付/S011|应急食品/时刻一致,True,"{'expected': [(8888.406964517031, 'K000016')], 'actual': [(8888.406964517031, 'K000016')]}",,
逐箱交付/S011|饮用水/时刻一致,True,"{'expected': [(8888.406964517031, 'K000016')], 'actual': [(8888.406964517031, 'K000016')]}",,
逐箱交付/S012|医疗物资/时刻一致,True,"{'expected': [(1271.3434070745934, 'K000003')], 'actual': [(1271.3434070745934, 'K000003')]}",,
逐箱交付/S012|应急食品/时刻一致,True,"{'expected': [(1271.3434070745934, 'K000003')], 'actual': [(1271.3434070745934, 'K000003')]}",,
逐箱交付/S012|饮用水/时刻一致,True,"{'expected': [(1271.3434070745934, 'K000003')], 'actual': [(1271.3434070745934, 'K000003')]}",,
逐箱交付/S013|医疗物资/时刻一致,True,"{'expected': [(2985.6159418547822, 'K000007')], 'actual': [(2985.6159418547822, 'K000007')]}",,
逐箱交付/S013|应急食品/时刻一致,True,"{'expected': [(2985.6159418547822, 'K000007')], 'actual': [(2985.6159418547822, 'K000007')]}",,
逐箱交付/S013|饮用水/时刻一致,True,"{'expected': [(2985.6159418547822, 'K000007')], 'actual': [(2985.6159418547822, 'K000007')]}",,
逐箱交付/S014|医疗物资/时刻一致,True,"{'expected': [(1242.4305043060124, 'K000004')], 'actual': [(1242.4305043060124, 'K000004')]}",,
逐箱交付/S014|应急食品/时刻一致,True,"{'expected': [(1242.4305043060124, 'K000004')], 'actual': [(1242.4305043060124, 'K000004')]}",,
逐箱交付/S014|饮用水/时刻一致,True,"{'expected': [(1242.4305043060124, 'K000004')], 'actual': [(1242.4305043060124, 'K000004')]}",,
逐箱交付/S015|医疗物资/时刻一致,True,"{'expected': [(6449.210570027025, 'K000014')], 'actual': [(6449.210570027025, 'K000014')]}",,
逐箱交付/S015|应急食品/时刻一致,True,"{'expected': [(6449.210570027025, 'K000014')], 'actual': [(6449.210570027025, 'K000014')]}",,
逐箱交付/S015|饮用水/时刻一致,True,"{'expected': [(6449.210570027025, 'K000014')], 'actual': [(6449.210570027025, 'K000014')]}",,
中继架次非空,True,4,,
中继槽位唯一,True,,,
中继无人机库存,True,"['R01', 'R02']",2,
中继能源组件库存,True,3,6,
中继/Q3-R001/离地高度,True,300.0,300.0,
中继/Q3-R001/位置与编号,True,,,
中继/Q3-R001/回传链路,True,10.978824655493412,0.0,
中继/Q3-R001/takeoff重算,True,"{'stored': 608.2224676063638, 'recomputed': 608.2224676063638}",,
中继/Q3-R001/arrival重算,True,"{'stored': 1161.0014407071867, 'recomputed': 1161.0014407071867}",,
中继/Q3-R001/alpha重算,True,"{'stored': 1191.0014407071867, 'recomputed': 1191.0014407071867}",,
中继/Q3-R001/finish重算,True,"{'stored': 9165.85322827993, 'recomputed': 9165.85322827993}",,
中继/Q3-R001/服务能量,True,2.56,2.56,
中继/Q3-R001/返航能量余量,True,2.56,2.56,
中继/Q3-R001/充电时间,True,"{'stored': 1540.0, 'recomputed': 1540.0}",,
中继/Q3-R001/服务结束,True,,,
中继/Q3-R001/SOC,True,,,
中继/Q3-R001/资源完成,True,,,
中继/Q3-R004/离地高度,True,300.0,300.0,
中继/Q3-R004/位置与编号,True,,,
中继/Q3-R004/回传链路,True,3.6748289855268013,0.0,
中继/Q3-R004/takeoff重算,True,"{'stored': 311.59422923524346, 'recomputed': 311.59422923524346}",,
中继/Q3-R004/arrival重算,True,"{'stored': 708.2303552059602, 'recomputed': 708.2303552059602}",,
中继/Q3-R004/alpha重算,True,"{'stored': 738.2303552059602, 'recomputed': 738.2303552059602}",,
中继/Q3-R004/finish重算,True,"{'stored': 3504.302639989341, 'recomputed': 3504.302639989341}",,
中继/Q3-R004/服务能量,True,0.9385653074937479,0.9385653074937479,
中继/Q3-R004/返航能量余量,True,0.9385653074937479,2.56,
中继/Q3-R004/充电时间,True,"{'stored': 881.2921561693352, 'recomputed': 881.2921561693352}",,
中继/Q3-R004/服务结束,True,,,
中继/Q3-R004/SOC,True,,,
中继/Q3-R004/资源完成,True,,,
中继/Q3-R005/离地高度,True,300.0,300.0,
中继/Q3-R005/位置与编号,True,,,
中继/Q3-R005/回传链路,True,10.187934124130948,0.0,
中继/Q3-R005/takeoff重算,True,"{'stored': 5923.706359200023, 'recomputed': 5923.706359200023}",,
中继/Q3-R005/arrival重算,True,"{'stored': 6451.643655150727, 'recomputed': 6451.643655150727}",,
中继/Q3-R005/alpha重算,True,"{'stored': 6481.643655150727, 'recomputed': 6481.643655150727}",,
中继/Q3-R005/finish重算,True,"{'stored': 7572.866928492798, 'recomputed': 7572.866928492798}",,
中继/Q3-R005/服务能量,True,0.4723718190577374,0.4723718190577374,
中继/Q3-R005/返航能量余量,True,0.4723718190577374,2.56,
中继/Q3-R005/充电时间,True,"{'stored': 691.9010514922057, 'recomputed': 691.9010514922057}",,
中继/Q3-R005/服务结束,True,,,
中继/Q3-R005/SOC,True,,,
中继/Q3-R005/资源完成,True,,,
中继/Q3-R006/离地高度,True,300.0,300.0,
中继/Q3-R006/位置与编号,True,,,
中继/Q3-R006/回传链路,True,15.70845122308394,0.0,
中继/Q3-R006/takeoff重算,True,"{'stored': 8163.750512680713, 'recomputed': 8163.750512680713}",,
中继/Q3-R006/arrival重算,True,"{'stored': 8484.263064323573, 'recomputed': 8484.263064323573}",,
中继/Q3-R006/alpha重算,True,"{'stored': 8514.263064323573, 'recomputed': 8514.263064323573}",,
中继/Q3-R006/finish重算,True,"{'stored': 9025.540236791234, 'recomputed': 9025.540236791234}",,
中继/Q3-R006/服务能量,True,0.23160538742692854,0.23160538742692854,
中继/Q3-R006/返航能量余量,True,0.23160538742692854,2.56,
中继/Q3-R006/充电时间,True,"{'stored': 455.97310649676575, 'recomputed': 455.97310649676575}",,
中继/Q3-R006/服务结束,True,,,
中继/Q3-R006/SOC,True,,,
中继/Q3-R006/资源完成,True,,,
资源/R01/中继机体不重叠,True,0,,
资源/R02/中继机体不重叠,True,0,,
资源/R-EC-01/能源组件不重叠,True,0,,
资源/R-EC-02/能源组件不重叠,True,0,,
资源/R-EC-03/能源组件不重叠,True,0,,
目标值重算,True,"{'stored': [24.0, 65.12006866674481, 9170.432679280624, 465.25841077498995], 'recomputed': [24, 65.12006866674481, 9170.432679280622, 465.25841077498995]}",,
